שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2021,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
מיטב,2054,METAV,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,460,460,453,0,1954,310,1,2285071685,72,204,10004394,2021,Metav,213
מייסר,649,MEISER,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,2,2084,9,9,2075,,290,,2041670564,58,351,15002436,2021,Meiser,
מיצר,4019,MEZAR,2,הצפון,29,גולן,294,71,מועצה אזורית גולן,,1,324,324,319,0,1981,310,15,2692674150,359,219,10004579,2021,Mezar,211
מירב,1282,MERAV,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,744,744,744,0,1987,330,3,2399270655,394,202,10004568,2021,Merav,214
מירון,607,MERON,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,1091,1091,1090,0,1949,310,2,2414776580,703,209,10004528,2021,Meron,211
מישר,731,MESHAR,4,המרכז,44,רחובות,441,32,מועצה אזורית גדרות,143,1,811,811,798,0,1950,310,10,1768063635,52,456,15002488,2021,Meshar,
מיתר,1268,METAR,6,הדרום,62,באר שבע,623,99,מועצה מקומית,342,1,10566,10370,10175,196,1984,170,,1935558178,457,615,10001937,2021,Metar,610
מכורה,3614,MEKHORA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,185,185,166,0,1973,310,10,2401067463,220,712,10003299,2021,Mekhora,710
מכחול,1343,MAKCHUL,6,הדרום,62,באר שבע,623,69,מועצה אזורית אל קסום,,2,1126,0,0,1126,,450,,2063657760,522,624,10001937,2021,Makchul,610
מכמורת,382,MIKHMORET,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,1504,1504,1454,0,1945,310,1,1883170142,12,409,15000060,2021,Mikhmoret,
מכמנים,1202,MIKHMANNIM,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,,1,597,576,543,21,1980,370,7,2308775687,489,205,10004465,2021,Mikhmannim,210
מלאה,164,MELE'A,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,375,375,370,0,1956,310,1,2225471884,66,204,10004394,2021,Mele'a,213
מלילות,2044,MELILOT,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,381,381,381,0,1953,310,2,1615158878,112,651,10001930,2021,Melilot,620
מלכייה,596,MALKIYYA,2,הצפון,21,צפת,212,1,מועצה אזורית הגליל העליון,,1,436,436,388,0,1949,330,15,2480477842,653,253,10004528,2021,Malkiyya,211
מלכישוע,1154,MALKISHUA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,243,228,199,15,1976,340,,2390970497,510,202,10004568,2021,Malkishua,214
מנוחה,2030,MENUHA,6,הדרום,61,אשקלון,611,50,מועצה אזורית לכיש,,1,668,668,660,0,1953,310,1,1788561845,102,634,10001813,2021,Menuha,
מנוף,1174,MANOF,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,858,858,854,0,1980,310,10,2224675094,385,205,10004513,2021,Manof,210
מנות,1205,MANOT,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,497,497,494,0,1980,310,1,2185377150,246,255,10004302,2021,Manot,212
מנחמיה,48,MENAHEMYA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,1065,1060,1030,5,1902,350,,2523473023,-132,202,10004568,2021,Menahemya,214
מנרה,347,MENARA,2,הצפון,21,צפת,212,1,מועצה אזורית הגליל העליון,,1,266,266,237,0,1943,330,15,2511778903,846,253,10004591,2021,Menara,211
מנשית זבדה,994,MANSHIYYET ZABDA,2,הצפון,25,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,,2,1471,0,0,1471,,450,,2184473467,104,254,10004411,2021,Manshiyyet Zabda,213
מסד,1258,MASSAD,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,387,386,367,1,1983,370,13,2399274992,263,206,10004552,2021,Massad,214
מסדה,263,MASSADA,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,376,372,360,4,1937,330,15,2563973220,-191,214,10004552,2021,Massada,214
מסילות,298,MESILLOT,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,463,463,448,0,1938,330,15,2448071130,-112,202,10004568,2021,Mesillot,214
מסילת ציון,742,MESILLAT ZIYYON,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,1214,1207,1189,7,1950,310,1,2011463440,303,151,15000597,2021,Mesillat Ziyyon,
מסלול,748,MASLUL,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,344,1,902,902,897,0,1950,310,1,1609258156,110,651,10001893,2021,Maslul,620
מסעדה,4203,MAS'ADE,2,הצפון,29,גולן,292,99,מועצה מקומית,,2,3812,0,0,3812,,290,,2709279297,1035,256,10004579,2021,Mas'ade,211
מסעודין אל-עזאזמה (שבט),939,MAS'UDIN AL-'AZAZME,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,1823056730,,699,,2021,Mas'udin al 'Azazma,
מעברות,197,MA'BAROT,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,983,983,964,0,1933,330,15,1912669668,14,409,15000060,2021,Ma'barot,
מעגלים,1082,MA'GALIM,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,2058,2058,2058,0,1958,190,,1618358958,127,651,10001930,2021,Ma'galim,620
מעגן,678,MA'AGAN,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,394,394,380,0,1949,330,15,2565773474,-198,214,10004552,2021,Ma'agan,214
מעגן מיכאל,694,MA'AGAN MIKHA'EL,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,,1,2069,2069,1986,0,1949,193,15,1923371800,10,303,10004333,2021,Ma'agan Mikha'el,
מעוז חיים,272,MA'OZ HAYYIM,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,502,501,486,1,1937,330,15,2519671105,-245,202,10004568,2021,Ma'oz Hayyim,214
מעון,3657,MA'ON,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,592,592,592,0,1981,320,11,2155959130,772,715,15003512,2021,Ma'on,710
מעונה,570,ME'ONA,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,974,969,950,5,1949,310,1,2247676904,470,255,10004484,2021,Me'ona,212
מעיין ברוך,416,MA'YAN BARUKH,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,724,724,713,0,1947,330,15,2569979388,200,253,10004591,2021,Ma'yan Barukh,211
מעיין צבי,290,MA'YAN ZEVI,3,חיפה,32,חדרה,322,15,מועצה אזורית חוף הכרמל,,1,762,762,757,0,1938,330,15,1946871935,95,303,10004333,2021,Ma'yan Zevi,
מעיליא,518,MI'ELYA,2,הצפון,24,עכו,243,99,מועצה מקומית,,2,3267,79,68,3188,,290,,2243877022,502,258,10004484,2021,Mi'elya,212
מעלה אדומים,3616,MA'ALE ADUMMIM,7,אזור יהודה ושומרון,76,בית לחם,,0,עירייה,445,1,37555,37499,36203,56,1975,160,,2291263194,330,706,10003314,2021,Ma'ale Adummim,
מעלה אפרים,3608,MA'ALE EFRAYIM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,99,מועצה מקומית,,1,1318,1314,1205,4,1970,350,,2383066423,178,707,10003299,2021,Ma'ale Efrayim,
מעלה גלבוע,1127,MA'ALE GILBOA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,830,830,830,0,1962,330,3,2396070922,437,202,10004568,2021,Ma'ale Gilboa,214
מעלה גמלא,4008,MA'ALE GAMLA,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,,1,573,573,553,0,1976,310,1,2643475504,112,219,10004579,2021,Ma'ale Gamla,211
מעלה החמישה,286,MA'ALE HAHAMISHA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,846,843,831,3,1938,330,15,2105663611,785,151,10002475,2021,Ma'ale HaHamisha,
מעלה לבונה,3752,MA'ALE LEVONA,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,,1,976,976,974,0,1983,370,11,2228266240,735,711,10003299,2021,Ma'ale Levona,710
מעלה מכמש,3651,MA'ALE MIKHMAS,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,445,1,1691,1691,1691,0,1981,370,11,2292664289,586,711,10003299,2021,Ma'ale Mikhmas,710
מעלה עירון,1327,MA'ALE IRON,3,חיפה,32,חדרה,323,99,מועצה מקומית,,2,15642,6,3,15636,,270,,2148871748,250,354,10004249,2021,Ma'ale Iron,
מעלה עמוס,3653,MA'ALE AMOS,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,,1,822,822,821,0,1981,370,9,2218661154,746,714,15000586,2021,Ma'ale Amos,
מעלות-תרשיחא,1063,MA'ALOT-TARSHIHA,2,הצפון,24,עכו,243,0,עירייה,,4,22314,17339,14411,4975,1957,160,,2262976883,518,223,10004484,2021,Ma'alot-Tarshiha,212
מענית,344,MA'ANIT,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,874,874,838,0,1942,330,15,2028770696,64,351,15002436,2021,Ma'anit,
"מערב השרון מ""א 16",1876,,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,,,,,,,,530,,1934069710,,,,2021,,
"מערב השרון מ""א 18",1877,,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,,,,,,,,530,,1936068670,,,,2021,,
"מערב השרון מ""א 19",1878,,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,,,,,,,,530,,1860068190,,,,2021,,
מעש,230,MA'AS,4,המרכז,42,פתח תקווה,422,20,מועצה אזורית דרום השרון,132,1,835,835,830,0,1935,310,1,1897366353,52,417,10002116,2021,Ma'as,410
מפלסים,668,MEFALLESIM,6,הדרום,61,אשקלון,614,37,מועצה אזורית שער הנגב,,1,1038,1035,1008,3,1949,330,15,1583660128,94,651,10001829,2021,Mefallesim,620
"מפעלי אבשלו""ם",1767,,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,341,,,,,,,520,,1772359440,238,625,10001946,2021,,620
מפעלי ברקן,1791,,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,,,,,,,,520,,2112666768,438,710,15004488,2021,,710
מפעלי גליל עליון,1706,,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,,,,,,,520,,2537378871,79,253,10004591,2021,,211
מפעלי גרנות,1739,,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,,,,,,,520,,1959370567,19,351,10004261,2021,,
מפעלי העמק (יזרעאל),1717,,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,,,,,,,520,,2223873000,118,254,10004411,2021,,213
מפעלי חבל מודיעים,1729,,4,המרכז,43,רמלה,432,25,מועצה אזורית חבל מודיעין,142,,,,,,,520,,1963565732,118,424,10002168,2021,,
מפעלי ים המלח(סדום),1775,,6,הדרום,62,באר שבע,624,51,מועצה אזורית תמר,,,,,,,,520,,2351754882,-380,656,10001911,2021,,
מפעלי כנות,1753,,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,,,,,,,520,,1773163439,67,616,10001821,2021,,420
מפעלי מישור רותם,1773,,6,הדרום,62,באר שבע,626,51,מועצה אזורית תמר,,,,,,,,520,,2182655182,391,656,10001918,2021,,
מפעלי מעון,1769,,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,,,,,,,520,,1457457821,117,651,10001893,2021,,620
מפעלי נחם הרטוב,1701,,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,,,,,,,520,,1990163056,234,151,15000597,2021,,
מפעלי צומת מלאכי,1761,,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,,,,,,,520,,1764362571,67,616,10001821,2021,,420
מפעלי צין - ערבה,1776,,6,הדרום,62,באר שבע,626,54,מועצה אזורית הערבה התיכונה,,,,,,,,520,,2085152819,92,657,10001918,2021,,610
מפעלי צמח,1711,,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,,,,,,,520,,2553773439,-199,214,10004552,2021,,214
מפעלי שאן,1719,,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,,,,,,,520,,2489571143,-202,202,10004568,2021,,214
מצדות יהודה,3745,MEZADOT YEHUDA,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,634,634,633,0,1983,320,11,2107158587,873,715,15003512,2021,Mezadot Yehuda,710
מצובה,325,MAZZUVA,2,הצפון,24,עכו,244,4,מועצה אזורית מטה אשר,,1,1157,1157,1134,0,1940,330,15,2150077418,92,201,10004302,2021,Mazzuva,212
מצליח,757,MAZLIAH,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,1343,1343,1323,0,1950,310,1,1881164598,82,426,10002228,2021,Mazliah,
מצפה,58,MIZPA,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,128,128,126,0,1908,350,,2480474397,86,206,10004552,2021,Mizpa,214
"מצפה אבי""ב",1222,MIZPE AVIV,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,1076,1076,1066,0,1981,370,10,2190774911,122,205,15002411,2021,Mizpe Aviv,210
מצפה אילן,1370,MITSPE ILAN,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,1,752,752,751,0,2009,370,10,2067270748,128,351,10004233,2021,Mitspe Ilan,
מצפה יריחו,3576,MIZPE YERIHO,7,אזור יהודה ושומרון,75,ירדן-יריחו,,73,מועצה אזורית מטה בנימין,445,1,2638,2638,2634,0,1978,190,11,2374563592,158,711,10003314,2021,Mizpe Yeriho,710
מצפה נטופה,1190,MIZPE NETOFA,2,הצפון,23,יזרעאל,237,3,מועצה אזורית הגליל התחתון,,1,1054,1054,1054,0,1979,370,11,2364174533,394,206,10004552,2021,Mizpe Netofa,214
מצפה רמון,99,MIZPE RAMON,6,הדרום,62,באר שבע,626,99,מועצה מקומית,,1,5179,4970,4565,209,1954,180,,1808250376,712,613,10001918,2021,Mizpe Ramon,610
מצפה שלם,3610,MIZPE SHALEM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,,1,238,236,234,2,1971,330,15,2380960839,-301,713,10003314,2021,Mizpe Shalem,710
מצר,648,MEZER,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,389,389,362,0,1953,330,15,2046970512,74,351,15002436,2021,Mezer,
מקווה ישראל,22,MIQWE YISRA'EL,5,תל אביב,53,תל אביב,513,,חסר מעמד מוניציפלי,123,1,379,376,357,3,1870,340,,1794865963,27,599,10001430,2021,Miqwe Yisra'el,
מרגליות,843,MARGALIYYOT,2,הצפון,21,צפת,212,55,מועצה אזורית מבואות החרמון,,1,416,414,410,2,1951,310,1,2511979109,693,253,10004591,2021,Margaliyyot,211
מרום גולן,4101,MEROM GOLAN,2,הצפון,29,גולן,292,71,מועצה אזורית גולן,,1,754,754,730,0,1967,330,15,2727778212,976,219,10004579,2021,Merom Golan,211
מרחב עם,1340,MERHAV AM,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,521,521,521,0,2002,370,,1834853303,511,620,10001918,2021,Merhav Am,610
מרחביה (מושב),97,MERHAVYA(MOSHAV),2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,1,663,663,653,0,1922,310,1,2299872327,76,254,10004394,2021,Merhavya(Moshav),213
מרחביה (קיבוץ),66,MERHAVYA(QIBBUZ),2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,1,1298,1298,1158,0,1911,330,15,2291072355,70,254,10004394,2021,Merhavya(Qibbuz),213
מרכז אזורי כדורי,1713,,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,,,,,,,520,,2382773464,141,206,10004552,2021,,214
מרכז אזורי מרום הגליל,1708,,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,,,,,,,520,,2415076699,696,209,10004528,2021,,211
מרכז אזורי משגב,1723,,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,,,,,,,520,,2245675152,306,205,10004513,2021,,210
מרכז אזורי שוהם,1747,,4,המרכז,43,רמלה,432,25,מועצה אזורית חבל מודיעין,142,,,,,,,520,,1945865531,81,424,10002168,2021,,
"מרכז כ""ח",1705,,2,הצפון,21,צפת,211,55,מועצה אזורית מבואות החרמון,,,,,,,,520,,2535878064,90,253,10004591,2021,,211
"מרכז מיר""ב*",1715,,3,חיפה,32,חדרה,322,15,מועצה אזורית חוף הכרמל,243,,,,,,,520,,1969272795,44,303,10004333,2021,,
מרכז שפירא,1098,MERKAZ SHAPPIRA,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,2589,2589,2588,0,1948,190,,1722562273,50,631,10001821,2021,Merkaz Shappira,
משאבי שדה,421,MASH'ABBE SADE,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,474,474,417,0,1949,330,15,1795154587,349,620,10001918,2021,Mash'abbe Sade,610
משגב דב,765,MISGAV DOV,4,המרכז,44,רחובות,441,32,מועצה אזורית גדרות,143,1,714,712,706,2,1950,310,9,1754163645,58,456,15002488,2021,Misgav Dov,
משגב עם,378,MISGAV AM,2,הצפון,21,צפת,212,1,מועצה אזורית הגליל העליון,,1,358,358,311,0,1945,330,15,2515179474,801,253,10004591,2021,Misgav Am,211
משהד,520,MESHHED,2,הצפון,25,יזרעאל,237,99,מועצה מקומית,,2,8655,0,0,8655,,280,,2305873839,270,257,15002369,2021,Meshhed,213
משואה,3605,MASSU'A,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,263,259,257,4,1970,310,6,2464966884,-251,712,10003299,2021,Massu'a,710
משואות יצחק,620,MASSU'OT YIZHAQ,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,685,685,685,0,1949,320,3,1706362348,60,631,10001821,2021,Massu'ot Yizhaq,
משכיות,3785,MASKIYYOT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,341,341,341,0,1986,370,,2476569159,,712,10003299,2021,Maskiyyot,710
משמר איילון,670,MISHMAR AYYALON,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,573,572,565,1,1949,310,1,1949564208,135,426,10002228,2021,Mishmar Ayyalon,
משמר דוד,563,MISHMAR DAWID,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,1304,1304,1288,0,1948,330,15,1906963671,149,426,10002241,2021,Mishmar Dawid,
משמר הירדן,732,MISHMAR HAYARDEN,2,הצפון,21,צפת,213,55,מועצה אזורית מבואות החרמון,,1,878,878,874,0,1949,310,9,2563476779,231,253,10004540,2021,Mishmar HaYarden,211
משמר הנגב,395,MISHMAR HANEGEV,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,341,1,1085,1085,1053,0,1946,330,15,1730858584,199,625,10001946,2021,Mishmar HaNegev,620
משמר העמק,130,MISHMAR HAEMEQ,2,הצפון,23,יזרעאל,234,13,מועצה אזורית מגידו,,1,1268,1268,1190,0,1926,330,15,2136372399,106,254,10004411,2021,Mishmar HaEmeq,213
משמר השבעה,729,MISHMAR HASHIV'A,4,המרכז,43,רמלה,432,40,מועצה אזורית שדות דן,133,1,1044,1043,1011,1,1949,310,19,1834665745,28,425,10002207,2021,Mishmar HaShiv'a,
משמר השרון,194,MISHMAR HASHARON,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,613,613,587,0,1933,330,15,1911269590,19,409,15000060,2021,Mishmar HaSharon,
משמרות,213,MISHMAROT,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,1233,1232,1221,1,1933,330,15,1987671030,53,351,10004333,2021,Mishmarot,
משמרת,425,MISHMERET,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,141,1,1048,1047,1031,1,1946,310,1,1926668164,60,412,15000060,2021,Mishmeret,410
